fabric_type,weather,festival,purpose,comfort_level,durability,breathability,sustainability_score,cost_category,weight,moisture_wicking,suitability_score,match_strength
Denim,rainy,Holi,Loungewear,6,9,5,6,Medium,Heavy,No,6.65,2
Denim,winter,Graduation,Daily Wear,6,9,5,6,Medium,Heavy,No,6.65,2
Denim,summer,Holi,Work/Labor,6,9,5,6,Medium,Heavy,No,6.65,2
Denim,winter,Casual Outing,Office,6,9,5,6,Medium,Heavy,No,6.65,2
Denim,winter,New Year,Daily Wear,6,9,5,6,Medium,Heavy,No,6.65,2
Denim,winter,Diwali,Daily Wear,6,9,5,6,Medium,Heavy,No,6.65,2
Denim,rainy,Casual Outing,Party,6,9,5,6,Medium,Heavy,No,6.65,2
Denim,winter,Interview,Daily Wear,6,9,5,6,Medium,Heavy,No,6.65,2
Denim,humid,,Work/Labor,6,9,5,6,Medium,Heavy,No,6.65,2
Denim,rainy,Casual Outing,Loungewear,6,9,5,6,Medium,Heavy,No,6.65,2
Denim,winter,Holi,Formal,6,9,5,6,Medium,Heavy,No,6.65,2
Denim,winter,Holi,Yoga/Meditation,6,9,5,6,Medium,Heavy,No,6.65,2
Denim,winter,Holi,Beach,6,9,5,6,Medium,Heavy,No,6.65,2
Denim,winter,,Office,6,9,5,6,Medium,Heavy,No,6.65,2
Denim,winter,,Formal,6,9,5,6,Medium,Heavy,No,6.65,2
Silk,summer,Wedding,Party,8,5,6,7,Premium,Light,No,6.62,2
Silk,winter,Wedding,Office,8,5,6,7,Premium,Light,No,6.62,2
Silk,humid,Wedding,Party,8,5,6,7,Premium,Light,No,6.62,2
Silk,humid,Graduation,Party,8,5,6,7,Premium,Light,No,6.62,2
Silk,summer,Pongal,Party,8,5,6,7,Premium,Light,No,6.62,2
Silk,humid,Date Night,Party,8,5,6,7,Premium,Light,No,6.62,2
Silk,humid,Durga Puja,Party,8,5,6,7,Premium,Light,No,6.62,2
Silk,summer,Date Night,Party,8,5,6,7,Premium,Light,No,6.62,2
Silk,summer,Graduation,Party,8,5,6,7,Premium,Light,No,6.62,2
Silk,summer,Eid,Party,8,5,6,7,Premium,Light,No,6.62,2
Silk,humid,Eid,Party,8,5,6,7,Premium,Light,No,6.62,2
Silk,humid,New Year,Party,8,5,6,7,Premium,Light,No,6.62,2
Silk,winter,New Year,Office,8,5,6,7,Premium,Light,No,6.62,2
Silk,summer,Diwali,Party,8,5,6,7,Premium,Light,No,6.62,2
Silk,winter,Graduation,Office,8,5,6,7,Premium,Light,No,6.62,2
Silk,summer,Durga Puja,Party,8,5,6,7,Premium,Light,No,6.62,2
Silk,winter,Durga Puja,Office,8,5,6,7,Premium,Light,No,6.62,2
Silk,winter,Christmas,Office,8,5,6,7,Premium,Light,No,6.62,2
Silk,summer,Christmas,Party,8,5,6,7,Premium,Light,No,6.62,2
Silk,humid,Diwali,Party,8,5,6,7,Premium,Light,No,6.62,2
Silk,summer,Navratri,Party,8,5,6,7,Premium,Light,No,6.62,2
Silk,winter,Pongal,Office,8,5,6,7,Premium,Light,No,6.62,2
Silk,winter,Navratri,Office,8,5,6,7,Premium,Light,No,6.62,2
Silk,winter,Diwali,Office,8,5,6,7,Premium,Light,No,6.62,2
Silk,winter,Onam,Office,8,5,6,7,Premium,Light,No,6.62,2
Silk,humid,Navratri,Party,8,5,6,7,Premium,Light,No,6.62,2
Silk,humid,Christmas,Party,8,5,6,7,Premium,Light,No,6.62,2
Silk,humid,Pongal,Party,8,5,6,7,Premium,Light,No,6.62,2
Silk,humid,Onam,Party,8,5,6,7,Premium,Light,No,6.62,2
Silk,winter,Eid,Office,8,5,6,7,Premium,Light,No,6.62,2
Silk,winter,Date Night,Office,8,5,6,7,Premium,Light,No,6.62,2
Silk,summer,New Year,Party,8,5,6,7,Premium,Light,No,6.62,2
Silk,summer,Onam,Party,8,5,6,7,Premium,Light,No,6.62,2
Polyester,rainy,,Travel,5,9,4,3,Low,Medium,Yes,6.61,3
Polyester,rainy,Interview,Travel,5,9,4,3,Low,Medium,Yes,6.61,3
Polyester,rainy,Holi,Travel,5,9,4,3,Low,Medium,Yes,6.61,3
Polyester,rainy,Office Event,Travel,5,9,4,3,Low,Medium,Yes,6.61,3
Polyester,rainy,Graduation,Travel,5,9,4,3,Low,Medium,Yes,6.61,3
Denim,autumn,Interview,Travel,6,9,5,6,Medium,Heavy,No,6.6,2
Denim,autumn,Durga Puja,Travel,6,9,5,6,Medium,Heavy,No,6.6,2
Denim,autumn,Graduation,Travel,6,9,5,6,Medium,Heavy,No,6.6,2
Denim,autumn,New Year,Travel,6,9,5,6,Medium,Heavy,No,6.6,2
Denim,autumn,Office Event,Travel,6,9,5,6,Medium,Heavy,No,6.6,2
Silk,winter,Eid,Daily Wear,8,5,6,7,Premium,Light,No,6.6,2
Denim,autumn,Navratri,Travel,6,9,5,6,Medium,Heavy,No,6.6,2
Denim,autumn,Christmas,Travel,6,9,5,6,Medium,Heavy,No,6.6,2
Denim,autumn,Date Night,Travel,6,9,5,6,Medium,Heavy,No,6.6,2
Silk,winter,Diwali,Daily Wear,8,5,6,7,Premium,Light,No,6.6,2
Wool,autumn,Christmas,Travel,7,8,4,7,High,Heavy,Yes,6.6,2
Denim,autumn,Wedding,Travel,6,9,5,6,Medium,Heavy,No,6.6,2
Silk,winter,Onam,Daily Wear,8,5,6,7,Premium,Light,No,6.6,2
Denim,autumn,Pongal,Travel,6,9,5,6,Medium,Heavy,No,6.6,2
Silk,winter,Date Night,Daily Wear,8,5,6,7,Premium,Light,No,6.6,2
Silk,winter,Navratri,Daily Wear,8,5,6,7,Premium,Light,No,6.6,2
Silk,winter,Wedding,Daily Wear,8,5,6,7,Premium,Light,No,6.6,2
Silk,winter,Christmas,Daily Wear,8,5,6,7,Premium,Light,No,6.6,2
Denim,autumn,Onam,Travel,6,9,5,6,Medium,Heavy,No,6.6,2
Wool,autumn,Christmas,Loungewear,7,8,4,7,High,Heavy,Yes,6.6,2
Silk,winter,Graduation,Daily Wear,8,5,6,7,Premium,Light,No,6.6,2
Silk,winter,New Year,Daily Wear,8,5,6,7,Premium,Light,No,6.6,2
Wool,autumn,Christmas,Party,7,8,4,7,High,Heavy,Yes,6.6,2
Denim,autumn,Eid,Travel,6,9,5,6,Medium,Heavy,No,6.6,2
Denim,autumn,Diwali,Travel,6,9,5,6,Medium,Heavy,No,6.6,2
Silk,winter,Durga Puja,Daily Wear,8,5,6,7,Premium,Light,No,6.6,2
Silk,winter,Pongal,Daily Wear,8,5,6,7,Premium,Light,No,6.6,2
Wool,autumn,Christmas,Formal,7,8,4,7,High,Heavy,Yes,6.58,2
Wool,autumn,Christmas,Daily Wear,7,8,4,7,High,Heavy,Yes,6.58,2
Wool,autumn,Christmas,Ethnic Wear,7,8,4,7,High,Heavy,Yes,6.58,2
Wool,autumn,Christmas,Office,7,8,4,7,High,Heavy,Yes,6.58,2
Wool,autumn,Christmas,Yoga/Meditation,7,8,4,7,High,Heavy,Yes,6.58,2
Wool,autumn,Christmas,Beach,7,8,4,7,High,Heavy,Yes,6.58,2
Silk,winter,Pongal,Beach,8,5,6,7,Premium,Light,No,6.57,2
Silk,winter,Office Event,Formal,8,5,6,7,Premium,Light,No,6.57,2
Silk,winter,Eid,Yoga/Meditation,8,5,6,7,Premium,Light,No,6.57,2
Silk,winter,Graduation,Yoga/Meditation,8,5,6,7,Premium,Light,No,6.57,2
Silk,winter,Office Event,Ethnic Wear,8,5,6,7,Premium,Light,No,6.57,2
Silk,winter,Holi,Ethnic Wear,8,5,6,7,Premium,Light,No,6.57,2
Silk,winter,Interview,Ethnic Wear,8,5,6,7,Premium,Light,No,6.57,2
Silk,winter,Wedding,Beach,8,5,6,7,Premium,Light,No,6.57,2
Silk,winter,New Year,Yoga/Meditation,8,5,6,7,Premium,Light,No,6.57,2
Silk,winter,Holi,Formal,8,5,6,7,Premium,Light,No,6.57,2
Silk,winter,Casual Outing,Formal,8,5,6,7,Premium,Light,No,6.57,2
Silk,winter,Graduation,Beach,8,5,6,7,Premium,Light,No,6.57,2
Silk,winter,New Year,Beach,8,5,6,7,Premium,Light,No,6.57,2
Silk,winter,Casual Outing,Ethnic Wear,8,5,6,7,Premium,Light,No,6.57,2
Silk,winter,Onam,Beach,8,5,6,7,Premium,Light,No,6.57,2
Silk,winter,Onam,Yoga/Meditation,8,5,6,7,Premium,Light,No,6.57,2
Silk,winter,Durga Puja,Yoga/Meditation,8,5,6,7,Premium,Light,No,6.57,2
Silk,winter,Durga Puja,Beach,8,5,6,7,Premium,Light,No,6.57,2
Silk,winter,Christmas,Beach,8,5,6,7,Premium,Light,No,6.57,2
Silk,winter,Christmas,Yoga/Meditation,8,5,6,7,Premium,Light,No,6.57,2
Wool,autumn,Christmas,Sports,7,8,4,7,High,Heavy,Yes,6.57,2
Silk,winter,,Ethnic Wear,8,5,6,7,Premium,Light,No,6.57,2
Silk,winter,Diwali,Yoga/Meditation,8,5,6,7,Premium,Light,No,6.57,2
Silk,winter,Wedding,Yoga/Meditation,8,5,6,7,Premium,Light,No,6.57,2
Silk,winter,Eid,Beach,8,5,6,7,Premium,Light,No,6.57,2
Silk,winter,Pongal,Yoga/Meditation,8,5,6,7,Premium,Light,No,6.57,2
Silk,winter,Navratri,Beach,8,5,6,7,Premium,Light,No,6.57,2
Silk,winter,Interview,Formal,8,5,6,7,Premium,Light,No,6.57,2
Silk,winter,Date Night,Beach,8,5,6,7,Premium,Light,No,6.57,2
Silk,winter,Navratri,Yoga/Meditation,8,5,6,7,Premium,Light,No,6.57,2
Silk,winter,Diwali,Beach,8,5,6,7,Premium,Light,No,6.57,2
Silk,winter,Date Night,Yoga/Meditation,8,5,6,7,Premium,Light,No,6.57,2
Silk,winter,,Formal,8,5,6,7,Premium,Light,No,6.57,2
Lycra,rainy,New Year,Yoga/Meditation,8,7,5,3,Medium,Light,Yes,6.56,3
Lycra,rainy,New Year,Beach,8,7,5,3,Medium,Light,Yes,6.56,3
Lycra,rainy,Date Night,Yoga/Meditation,8,7,5,3,Medium,Light,Yes,6.56,3
Lycra,rainy,Date Night,Beach,8,7,5,3,Medium,Light,Yes,6.56,3
Denim,humid,Casual Outing,Outdoor,6,9,5,6,Medium,Heavy,No,6.55,2
Silk,winter,Date Night,Travel,8,5,6,7,Premium,Light,No,6.55,2
Silk,autumn,Diwali,Formal,8,5,6,7,Premium,Light,No,6.55,2
Silk,autumn,Christmas,Ethnic Wear,8,5,6,7,Premium,Light,No,6.55,2
Silk,autumn,Eid,Ethnic Wear,8,5,6,7,Premium,Light,No,6.55,2
Denim,summer,Holi,Outdoor,6,9,5,6,Medium,Heavy,No,6.55,2
Denim,humid,Holi,Outdoor,6,9,5,6,Medium,Heavy,No,6.55,2
Silk,autumn,New Year,Ethnic Wear,8,5,6,7,Premium,Light,No,6.55,2
Silk,autumn,New Year,Formal,8,5,6,7,Premium,Light,No,6.55,2
Silk,autumn,Graduation,Ethnic Wear,8,5,6,7,Premium,Light,No,6.55,2
Silk,winter,Christmas,Travel,8,5,6,7,Premium,Light,No,6.55,2
Silk,winter,Diwali,Travel,8,5,6,7,Premium,Light,No,6.55,2
Silk,autumn,Pongal,Formal,8,5,6,7,Premium,Light,No,6.55,2
Silk,autumn,Date Night,Formal,8,5,6,7,Premium,Light,No,6.55,2
Silk,autumn,Pongal,Ethnic Wear,8,5,6,7,Premium,Light,No,6.55,2
Silk,autumn,Diwali,Ethnic Wear,8,5,6,7,Premium,Light,No,6.55,2
Silk,winter,New Year,Travel,8,5,6,7,Premium,Light,No,6.55,2
Silk,autumn,Christmas,Formal,8,5,6,7,Premium,Light,No,6.55,2
Silk,autumn,Onam,Ethnic Wear,8,5,6,7,Premium,Light,No,6.55,2
Denim,summer,,Outdoor,6,9,5,6,Medium,Heavy,No,6.55,2
Denim,humid,,Outdoor,6,9,5,6,Medium,Heavy,No,6.55,2
Cashmere,winter,Christmas,Sports,10,5,5,6,Premium,Medium,No,6.55,2
Silk,winter,Graduation,Travel,8,5,6,7,Premium,Light,No,6.55,2
Silk,winter,Onam,Travel,8,5,6,7,Premium,Light,No,6.55,2
Silk,winter,Durga Puja,Travel,8,5,6,7,Premium,Light,No,6.55,2
Silk,autumn,Onam,Formal,8,5,6,7,Premium,Light,No,6.55,2
Silk,autumn,Wedding,Ethnic Wear,8,5,6,7,Premium,Light,No,6.55,2
Silk,winter,Wedding,Travel,8,5,6,7,Premium,Light,No,6.55,2
Silk,autumn,Date Night,Ethnic Wear,8,5,6,7,Premium,Light,No,6.55,2
Silk,autumn,Navratri,Ethnic Wear,8,5,6,7,Premium,Light,No,6.55,2
Silk,autumn,Navratri,Formal,8,5,6,7,Premium,Light,No,6.55,2
Silk,autumn,Durga Puja,Formal,8,5,6,7,Premium,Light,No,6.55,2
Silk,autumn,Durga Puja,Ethnic Wear,8,5,6,7,Premium,Light,No,6.55,2
Silk,autumn,Graduation,Formal,8,5,6,7,Premium,Light,No,6.55,2
Silk,autumn,Wedding,Formal,8,5,6,7,Premium,Light,No,6.55,2
Cashmere,winter,Wedding,Sports,10,5,5,6,Premium,Medium,No,6.55,2
Silk,winter,Navratri,Travel,8,5,6,7,Premium,Light,No,6.55,2
Silk,winter,Pongal,Travel,8,5,6,7,Premium,Light,No,6.55,2
Silk,winter,Eid,Travel,8,5,6,7,Premium,Light,No,6.55,2
Denim,summer,Casual Outing,Outdoor,6,9,5,6,Medium,Heavy,No,6.55,2
Silk,autumn,Eid,Formal,8,5,6,7,Premium,Light,No,6.55,2
Denim,winter,Holi,Party,6,9,5,6,Medium,Heavy,No,6.52,2
Denim,winter,,Party,6,9,5,6,Medium,Heavy,No,6.52,2
Denim,winter,,Loungewear,6,9,5,6,Medium,Heavy,No,6.52,2
Denim,autumn,Christmas,Daily Wear,6,9,5,6,Medium,Heavy,No,6.52,2
Denim,autumn,,Ethnic Wear,6,9,5,6,Medium,Heavy,No,6.52,2
Denim,autumn,Wedding,Daily Wear,6,9,5,6,Medium,Heavy,No,6.52,2
Denim,autumn,Date Night,Daily Wear,6,9,5,6,Medium,Heavy,No,6.52,2
Denim,autumn,Casual Outing,Beach,6,9,5,6,Medium,Heavy,No,6.52,2
Denim,autumn,Pongal,Daily Wear,6,9,5,6,Medium,Heavy,No,6.52,2
Denim,winter,Casual Outing,Loungewear,6,9,5,6,Medium,Heavy,No,6.52,2
Denim,autumn,Diwali,Daily Wear,6,9,5,6,Medium,Heavy,No,6.52,2
Denim,winter,Casual Outing,Party,6,9,5,6,Medium,Heavy,No,6.52,2
Denim,autumn,Holi,Beach,6,9,5,6,Medium,Heavy,No,6.52,2
Denim,autumn,Holi,Yoga/Meditation,6,9,5,6,Medium,Heavy,No,6.52,2
Denim,autumn,Holi,Ethnic Wear,6,9,5,6,Medium,Heavy,No,6.52,2
Denim,autumn,Holi,Formal,6,9,5,6,Medium,Heavy,No,6.52,2
Denim,autumn,New Year,Daily Wear,6,9,5,6,Medium,Heavy,No,6.52,2
Denim,autumn,Navratri,Daily Wear,6,9,5,6,Medium,Heavy,No,6.52,2
Denim,autumn,Casual Outing,Yoga/Meditation,6,9,5,6,Medium,Heavy,No,6.52,2
Denim,autumn,Office Event,Daily Wear,6,9,5,6,Medium,Heavy,No,6.52,2
Denim,autumn,Durga Puja,Daily Wear,6,9,5,6,Medium,Heavy,No,6.52,2
Denim,autumn,Eid,Daily Wear,6,9,5,6,Medium,Heavy,No,6.52,2
Denim,autumn,Graduation,Daily Wear,6,9,5,6,Medium,Heavy,No,6.52,2
Denim,winter,Holi,Loungewear,6,9,5,6,Medium,Heavy,No,6.52,2
Denim,autumn,,Formal,6,9,5,6,Medium,Heavy,No,6.52,2
Denim,autumn,,Office,6,9,5,6,Medium,Heavy,No,6.52,2
Denim,autumn,,Yoga/Meditation,6,9,5,6,Medium,Heavy,No,6.52,2
Denim,autumn,,Beach,6,9,5,6,Medium,Heavy,No,6.52,2
Denim,autumn,Onam,Daily Wear,6,9,5,6,Medium,Heavy,No,6.52,2
Denim,autumn,Holi,Office,6,9,5,6,Medium,Heavy,No,6.52,2
Denim,autumn,Interview,Daily Wear,6,9,5,6,Medium,Heavy,No,6.52,2
Denim,autumn,Casual Outing,Office,6,9,5,6,Medium,Heavy,No,6.52,2
Denim,autumn,Casual Outing,Ethnic Wear,6,9,5,6,Medium,Heavy,No,6.52,2
Denim,autumn,Casual Outing,Formal,6,9,5,6,Medium,Heavy,No,6.52,2
Polyester,rainy,Graduation,Office,5,9,4,3,Low,Medium,Yes,6.5,3
Silk,rainy,Date Night,Party,8,5,6,7,Premium,Light,No,6.5,2
Silk,rainy,Graduation,Party,8,5,6,7,Premium,Light,No,6.5,2
Silk,rainy,New Year,Party,8,5,6,7,Premium,Light,No,6.5,2
Polyester,rainy,Holi,Office,5,9,4,3,Low,Medium,Yes,6.5,3
Silk,rainy,Pongal,Party,8,5,6,7,Premium,Light,No,6.5,2
Silk,rainy,Wedding,Party,8,5,6,7,Premium,Light,No,6.5,2
Silk,rainy,Christmas,Party,8,5,6,7,Premium,Light,No,6.5,2
Polyester,rainy,Interview,Office,5,9,4,3,Low,Medium,Yes,6.5,3
Silk,rainy,Onam,Party,8,5,6,7,Premium,Light,No,6.5,2
Polyester,rainy,Office Event,Office,5,9,4,3,Low,Medium,Yes,6.5,3
Silk,rainy,Durga Puja,Party,8,5,6,7,Premium,Light,No,6.5,2
Silk,rainy,Eid,Party,8,5,6,7,Premium,Light,No,6.5,2
Silk,rainy,Navratri,Party,8,5,6,7,Premium,Light,No,6.5,2
Polyester,rainy,,Office,5,9,4,3,Low,Medium,Yes,6.5,3
Silk,rainy,Diwali,Party,8,5,6,7,Premium,Light,No,6.5,2
Silk,humid,Date Night,Ethnic Wear,8,5,6,7,Premium,Light,No,6.48,2
Silk,summer,Onam,Formal,8,5,6,7,Premium,Light,No,6.48,2
Silk,humid,Christmas,Formal,8,5,6,7,Premium,Light,No,6.48,2
Silk,humid,Navratri,Formal,8,5,6,7,Premium,Light,No,6.48,2
Silk,summer,Diwali,Formal,8,5,6,7,Premium,Light,No,6.48,2
Silk,summer,Diwali,Ethnic Wear,8,5,6,7,Premium,Light,No,6.48,2
Silk,humid,Navratri,Ethnic Wear,8,5,6,7,Premium,Light,No,6.48,2
Silk,summer,Pongal,Formal,8,5,6,7,Premium,Light,No,6.48,2
Silk,summer,New Year,Ethnic Wear,8,5,6,7,Premium,Light,No,6.48,2
Silk,summer,Christmas,Ethnic Wear,8,5,6,7,Premium,Light,No,6.48,2
Silk,humid,Wedding,Ethnic Wear,8,5,6,7,Premium,Light,No,6.48,2
Silk,summer,Wedding,Formal,8,5,6,7,Premium,Light,No,6.48,2
Silk,summer,Graduation,Formal,8,5,6,7,Premium,Light,No,6.48,2
Silk,humid,Diwali,Formal,8,5,6,7,Premium,Light,No,6.48,2
Silk,humid,New Year,Ethnic Wear,8,5,6,7,Premium,Light,No,6.48,2
Silk,humid,Eid,Formal,8,5,6,7,Premium,Light,No,6.48,2
Silk,humid,Eid,Ethnic Wear,8,5,6,7,Premium,Light,No,6.48,2
Silk,humid,New Year,Formal,8,5,6,7,Premium,Light,No,6.48,2
Silk,summer,Navratri,Formal,8,5,6,7,Premium,Light,No,6.48,2
Silk,summer,Wedding,Ethnic Wear,8,5,6,7,Premium,Light,No,6.48,2
Silk,humid,Date Night,Formal,8,5,6,7,Premium,Light,No,6.48,2
Silk,summer,Date Night,Ethnic Wear,8,5,6,7,Premium,Light,No,6.48,2
Silk,humid,Diwali,Ethnic Wear,8,5,6,7,Premium,Light,No,6.48,2
Silk,humid,Graduation,Formal,8,5,6,7,Premium,Light,No,6.48,2
Silk,summer,Onam,Ethnic Wear,8,5,6,7,Premium,Light,No,6.48,2
Silk,humid,Durga Puja,Ethnic Wear,8,5,6,7,Premium,Light,No,6.48,2
Silk,humid,Graduation,Ethnic Wear,8,5,6,7,Premium,Light,No,6.48,2
Silk,summer,Eid,Formal,8,5,6,7,Premium,Light,No,6.48,2
Silk,summer,Eid,Ethnic Wear,8,5,6,7,Premium,Light,No,6.48,2
Silk,summer,New Year,Formal,8,5,6,7,Premium,Light,No,6.48,2
Silk,summer,Christmas,Formal,8,5,6,7,Premium,Light,No,6.48,2
Silk,humid,Pongal,Formal,8,5,6,7,Premium,Light,No,6.48,2
Silk,humid,Pongal,Ethnic Wear,8,5,6,7,Premium,Light,No,6.48,2
Silk,summer,Durga Puja,Formal,8,5,6,7,Premium,Light,No,6.48,2
Silk,summer,Durga Puja,Ethnic Wear,8,5,6,7,Premium,Light,No,6.48,2
Silk,humid,Onam,Ethnic Wear,8,5,6,7,Premium,Light,No,6.48,2
Silk,summer,Graduation,Ethnic Wear,8,5,6,7,Premium,Light,No,6.48,2
Silk,humid,Wedding,Formal,8,5,6,7,Premium,Light,No,6.48,2
Silk,summer,Date Night,Formal,8,5,6,7,Premium,Light,No,6.48,2
Silk,summer,Navratri,Ethnic Wear,8,5,6,7,Premium,Light,No,6.48,2
Silk,humid,Onam,Formal,8,5,6,7,Premium,Light,No,6.48,2
Silk,humid,Durga Puja,Formal,8,5,6,7,Premium,Light,No,6.48,2
Silk,humid,Christmas,Ethnic Wear,8,5,6,7,Premium,Light,No,6.48,2
Silk,summer,Pongal,Ethnic Wear,8,5,6,7,Premium,Light,No,6.48,2
Fleece,winter,Pongal,Loungewear,9,7,3,3,Low,Medium,Yes,6.45,2
Fleece,winter,Casual Outing,Loungewear,9,7,3,3,Low,Medium,Yes,6.45,2
Fleece,winter,Christmas,Loungewear,9,7,3,3,Low,Medium,Yes,6.45,2
Fleece,winter,Date Night,Loungewear,9,7,3,3,Low,Medium,Yes,6.45,2
Fleece,winter,Onam,Loungewear,9,7,3,3,Low,Medium,Yes,6.45,2
Fleece,winter,Durga Puja,Loungewear,9,7,3,3,Low,Medium,Yes,6.45,2
Fleece,winter,New Year,Loungewear,9,7,3,3,Low,Medium,Yes,6.45,2
Cashmere,winter,Christmas,Work/Labor,10,5,5,6,Premium,Medium,No,6.45,2
Fleece,winter,Diwali,Loungewear,9,7,3,3,Low,Medium,Yes,6.45,2
Cashmere,winter,Christmas,Outdoor,10,5,5,6,Premium,Medium,No,6.45,2
Cashmere,winter,Wedding,Work/Labor,10,5,5,6,Premium,Medium,No,6.45,2
Fleece,winter,Navratri,Loungewear,9,7,3,3,Low,Medium,Yes,6.45,2
Fleece,winter,,Loungewear,9,7,3,3,Low,Medium,Yes,6.45,2
Fleece,winter,Graduation,Loungewear,9,7,3,3,Low,Medium,Yes,6.45,2
Fleece,winter,Office Event,Loungewear,9,7,3,3,Low,Medium,Yes,6.45,2
Fleece,winter,Interview,Loungewear,9,7,3,3,Low,Medium,Yes,6.45,2
Fleece,winter,Eid,Loungewear,9,7,3,3,Low,Medium,Yes,6.45,2
Fleece,winter,Holi,Loungewear,9,7,3,3,Low,Medium,Yes,6.45,2
Fleece,winter,Wedding,Loungewear,9,7,3,3,Low,Medium,Yes,6.45,2
Cashmere,winter,Wedding,Outdoor,10,5,5,6,Premium,Medium,No,6.45,2
Polyester,rainy,Graduation,Daily Wear,5,9,4,3,Low,Medium,Yes,6.44,3
Polyester,rainy,Office Event,Daily Wear,5,9,4,3,Low,Medium,Yes,6.44,3
Polyester,rainy,Interview,Daily Wear,5,9,4,3,Low,Medium,Yes,6.44,3
Polyester,rainy,,Daily Wear,5,9,4,3,Low,Medium,Yes,6.44,3
Polyester,rainy,Holi,Daily Wear,5,9,4,3,Low,Medium,Yes,6.44,3
Lycra,rainy,New Year,Party,8,7,5,3,Medium,Light,Yes,6.42,3
Velvet,winter,Diwali,Party,7,6,3,5,High,Heavy,No,6.42,3
Velvet,winter,Date Night,Party,7,6,3,5,High,Heavy,No,6.42,3
Velvet,winter,New Year,Party,7,6,3,5,High,Heavy,No,6.42,3
Velvet,winter,Wedding,Party,7,6,3,5,High,Heavy,No,6.42,3
Velvet,winter,Christmas,Party,7,6,3,5,High,Heavy,No,6.42,3
Lycra,rainy,Date Night,Party,8,7,5,3,Medium,Light,Yes,6.42,3
Denim,autumn,Holi,Loungewear,6,9,5,6,Medium,Heavy,No,6.4,2
Denim,autumn,Holi,Party,6,9,5,6,Medium,Heavy,No,6.4,2
Denim,autumn,Casual Outing,Loungewear,6,9,5,6,Medium,Heavy,No,6.4,2
Denim,autumn,,Party,6,9,5,6,Medium,Heavy,No,6.4,2
Denim,autumn,Casual Outing,Party,6,9,5,6,Medium,Heavy,No,6.4,2
Denim,autumn,,Loungewear,6,9,5,6,Medium,Heavy,No,6.4,2
Silk,winter,Pongal,Sports,8,5,6,7,Premium,Light,No,6.38,2
Polyester,rainy,Graduation,Formal,5,9,4,3,Low,Medium,Yes,6.38,3
Silk,winter,Durga Puja,Sports,8,5,6,7,Premium,Light,No,6.38,2
Polyester,rainy,Office Event,Formal,5,9,4,3,Low,Medium,Yes,6.38,3
Silk,winter,Onam,Sports,8,5,6,7,Premium,Light,No,6.38,2
Silk,winter,Date Night,Sports,8,5,6,7,Premium,Light,No,6.38,2
Silk,winter,New Year,Sports,8,5,6,7,Premium,Light,No,6.38,2
Polyester,rainy,,Formal,5,9,4,3,Low,Medium,Yes,6.38,3
Silk,winter,Diwali,Sports,8,5,6,7,Premium,Light,No,6.38,2
Silk,winter,Graduation,Sports,8,5,6,7,Premium,Light,No,6.38,2
Polyester,rainy,Holi,Formal,5,9,4,3,Low,Medium,Yes,6.38,3
Silk,winter,Christmas,Sports,8,5,6,7,Premium,Light,No,6.38,2
Silk,winter,Navratri,Sports,8,5,6,7,Premium,Light,No,6.38,2
Polyester,rainy,Interview,Formal,5,9,4,3,Low,Medium,Yes,6.38,3
Silk,winter,Eid,Sports,8,5,6,7,Premium,Light,No,6.38,2
Silk,winter,Wedding,Sports,8,5,6,7,Premium,Light,No,6.38,2
Silk,rainy,Diwali,Ethnic Wear,8,5,6,7,Premium,Light,No,6.35,2
Silk,rainy,Date Night,Ethnic Wear,8,5,6,7,Premium,Light,No,6.35,2
Silk,rainy,Christmas,Ethnic Wear,8,5,6,7,Premium,Light,No,6.35,2
Silk,rainy,Wedding,Ethnic Wear,8,5,6,7,Premium,Light,No,6.35,2
Silk,rainy,Graduation,Formal,8,5,6,7,Premium,Light,No,6.35,2
Silk,rainy,New Year,Formal,8,5,6,7,Premium,Light,No,6.35,2
Silk,rainy,Wedding,Formal,8,5,6,7,Premium,Light,No,6.35,2
Silk,rainy,Christmas,Formal,8,5,6,7,Premium,Light,No,6.35,2
Silk,rainy,Date Night,Formal,8,5,6,7,Premium,Light,No,6.35,2
Silk,rainy,New Year,Ethnic Wear,8,5,6,7,Premium,Light,No,6.35,2
Silk,rainy,Graduation,Ethnic Wear,8,5,6,7,Premium,Light,No,6.35,2
Silk,rainy,Pongal,Formal,8,5,6,7,Premium,Light,No,6.35,2
Velvet,winter,Wedding,Ethnic Wear,7,6,3,5,High,Heavy,No,6.35,3
Silk,rainy,Durga Puja,Ethnic Wear,8,5,6,7,Premium,Light,No,6.35,2
Velvet,winter,Date Night,Ethnic Wear,7,6,3,5,High,Heavy,No,6.35,3
Velvet,winter,Diwali,Ethnic Wear,7,6,3,5,High,Heavy,No,6.35,3
Silk,rainy,Onam,Formal,8,5,6,7,Premium,Light,No,6.35,2
Silk,rainy,Navratri,Ethnic Wear,8,5,6,7,Premium,Light,No,6.35,2
Silk,rainy,Navratri,Formal,8,5,6,7,Premium,Light,No,6.35,2
Silk,rainy,Onam,Ethnic Wear,8,5,6,7,Premium,Light,No,6.35,2
Silk,rainy,Pongal,Ethnic Wear,8,5,6,7,Premium,Light,No,6.35,2
Silk,rainy,Eid,Ethnic Wear,8,5,6,7,Premium,Light,No,6.35,2
Silk,rainy,Eid,Formal,8,5,6,7,Premium,Light,No,6.35,2
